1467,Argentina,2008 Summer,Mara Magdalena Aicega Amicarelli,F
1468,Algeria,2004 Summer,Mohamed Al-Aich,M
1469,Switzerland-1,1936 Winter,Hans Aichele,M
1470,West Germany,1968 Summer,Utz Aichinger,M
1471,Argentina,1948 Summer,Juan ngel Luis Aichino,M
1472,Romania,2016 Summer,Vlad-Drago Aicoboae,M
1473,Japan,1964 Summer,Hideaki Aida,M
1474,Mauritania,1992 Summer,Chrif Baba Aidara,M
1474,Mauritania,1996 Summer,Chrif Baba Aidara,M
1475,Russia,1912 Summer,Aleksis Aide,M
1476,Algeria,1980 Summer,Mehdi Aidet,M
1476,Algeria,1984 Summer,Mehdi Aidet,M
1477,Lithuania,2012 Summer,Neringa Aidietyt,F
1477,Lithuania,2016 Summer,Neringa Aidietyt,F
1478,Italy,2016 Summer,Rosaria Aiello,F
1479,Italy,1984 Summer,Pasquale Aiese,M
1480,Austria,1924 Summer,Franz Aigner,M
1481,Germany,2012 Summer,Hannes Aigner,M
1481,Germany,2016 Summer,Hannes Aigner,M
1482,Austria,1964 Summer,Ingeborg Inge Aigner (-Weichert),F
1482,Austria,1968 Summer,Ingeborg Inge Aigner (-Weichert),F
1483,Japan,1956 Summer,Nobuyuki Aihara,M
1483,Japan,1960 Summer,Nobuyuki Aihara,M
1484,Japan,1936 Summer,Toyoyi Aihara,M
1485,Japan,1992 Summer,Yutaka Aihara,M
1486,Sweden,1988 Winter,Kerstin Monika ij (-Lenndin),F
1487,Japan,2004 Summer,Ryoji Aikawa,M
1488,Great Britain,2016 Summer,Harry Leslie Aikines-Aryeetey,M
1489,Australia,1956 Summer,Alexander Michael Hirst Aikman,M
1490,Italy,2000 Summer,Clelia Ailara,F
1491,Italy,1992 Summer,Alessandro Aimar,M
1491,Italy,1996 Summer,Alessandro Aimar,M
1492,Argentina,1948 Summer,Ambrosio Aimar,M
1493,France,1964 Summer,Lucien Aimar,M
1494,Thailand,1956 Summer,Mongkol Aimmanolrom,M
1495,France,1998 Winter,Richard Aimonetto,M
1495,France,2002 Winter,Richard Aimonetto,M
1496,Italy,1964 Winter,Giacomo Aimoni,M
1496,Italy,1968 Winter,Giacomo Aimoni,M
1497,France,2000 Summer,Djamel Ainaoui,M
1500,United States,2000 Summer,Kurt Harold Ainsworth,M
1501,Great Britain,2010 Winter,Sarah Catherine Ainsworth,F
1503,Great Britain,1920 Summer,John Creyghton Ainsworth-Davis,M
1504,Sweden,1980 Summer,Armi Ursula Airaksinen (-Bveryd),F
1505,Great Britain,1948 Summer,Joan Winnifred Airey (-Weedon),F
1506,Argentina,1988 Summer,Mauro Gabriel Airez,M
1507,Finland,1976 Summer,Markku Erkki Airio,M
1508,Italy-2,1948 Winter,Enrico Airoldi,M
1509,Italy-2,1948 Winter,Remo Airoldi,M
1510,Great Britain,1928 Summer,Anna Airy (-Pocock),F
1510,Great Britain,1932 Summer,Anna Airy (-Pocock),F
1511,New Zealand,2000 Summer,Michael Christopher Aish,M
1511,New Zealand,2004 Summer,Michael Christopher Aish,M
1513,France,2004 Summer,Nicolas Assat,M
1514,Algeria,2008 Summer,Tassadit Assou,F
1514,Algeria,2012 Summer,Tassadit Assou,F
1515,Singapore,2016 Summer,Saiyidah Aisyah Mohamed Rafaee,F
1516,Algeria,2016 Summer,Rachid Ait Atmane,M
1517,Morocco,2004 Summer,Hamid Ait Bighrade,M
1518,Algeria,2008 Summer,Kamel Ait Daoud,M
1519,Morocco,2016 Summer,Anasse At El Abdia,M
1520,Morocco,2004 Summer,Miloud Ait Hammi,M
1521,Morocco,2000 Summer,Amina Mina At Hammou,F
1521,Morocco,2004 Summer,Amina Mina At Hammou,F
1522,Morocco,2004 Summer,Seltana At Hammou,F
1523,Algeria,1988 Summer,Makhlouf Ait Hocine,M
1524,Morocco,1984 Winter,Ahmed Ait Moulay,M
1524,Morocco,1988 Winter,Ahmed Ait Moulay,M
1525,Tunisia,2012 Summer,Zied Ait Ouagram,M
1525,Morocco,2016 Summer,Zied Ait Ouagram,M
1526,France,2016 Summer,Samir At Sad,M
1527,Algeria,2004 Summer,Souad At Salem (-Mahour-Bacha),F
1527,Algeria,2008 Summer,Souad At Salem (-Mahour-Bacha),F
1527,Algeria,2012 Summer,Souad At Salem (-Mahour-Bacha),F
1527,Algeria,2016 Summer,Souad At Salem (-Mahour-Bacha),F
1528,Morocco,1984 Winter,Brahim Ait Sibrahim,M
1528,Morocco,1992 Winter,Brahim Ait Sibrahim,M
1529,Peru,2000 Summer,Fiorella Ata Junek,F
1530,Canada,1936 Summer,Gordon Gord Aitchison,M
1531,Great Britain-1,1912 Summer,Frances Helen Aitchison (-Leisk),F
1531,Great Britain,1912 Summer,Frances Helen Aitchison (-Leisk),F
1532,Great Britain,1948 Summer,Andrew Irving Andy Aitken,M
1533,United States,1928 Summer,Robert Bobby Aitken Jr.,M
1534,Australia,1992 Summer,Brett Aitken,M
1534,Australia,1996 Summer,Brett Aitken,M
1534,Australia,2000 Summer,Brett Aitken,M
1535,Bermuda,2004 Summer,Kiera Leigh Aitken,F
1535,Bermuda,2008 Summer,Kiera Leigh Aitken,F
1536,United States,1928 Summer,Robert Ingersoll Aitken,M
1537,Australasia,1908 Summer,William Victor Aitken,M
1539,Kazakhstan,2004 Summer,Marina Aleksandrovna Aitova (Korzhova-),F
1539,Kazakhstan,2008 Summer,Marina Aleksandrovna Aitova (Korzhova-),F
1540,Ukraine,2000 Summer,Artur Surenovych Aivazian,M
1540,Ukraine,2004 Summer,Artur Surenovych Aivazian,M
1540,Ukraine,2008 Summer,Artur Surenovych Aivazian,M
1540,Ukraine,2012 Summer,Artur Surenovych Aivazian,M
1541,Nigeria,2000 Summer,Yakubu Aiyegbeni,M
1542,Japan,1980 Winter,Hiroyasu Aizawa,M
1543,Japan,1928 Summer,Iwao Aizawa,M
1544,West Germany,1988 Summer,Marion Aizpors,F
1545,Mexico,1960 Summer,Hctor Aizpuro,M
1546,Greece,2000 Summer,Eirini Andili,F
1547,Nigeria,1952 Summer,Edward Alabi Ajado,M
1547,Nigeria,1956 Summer,Edward Alabi Ajado,M
1548,Nigeria,2016 Summer,Efe Ajagba,M
1549,Iran,1992 Summer,Mozafar Ajali,M
1550,Uganda,2004 Summer,Irene Ajambo,F
1551,Nigeria,2016 Summer,Oluwafemi Junior Ajayi,M
1552,Nigeria,2000 Summer,Kikelomo Ajayi,F
1553,Sweden,2016 Summer,Astrit Ajdarevi,M
1554,Cuba,1992 Summer,Omar Ajete Iglesias,M
1554,Cuba,1996 Summer,Omar Ajete Iglesias,M
1554,Cuba,2000 Summer,Omar Ajete Iglesias,M
1555,Serbia and Montenegro,2000 Summer,Geard Ajetovi,M
1556,Nigeria,2008 Summer,Ebenezer Oluwafemi Femi Ajilore,M
1557,Syria,1980 Summer,Naasan Ajjoub,M
1557,Syria,1984 Summer,Naasan Ajjoub,M
1558,Syria,1980 Summer,Salem Ajjoub,M
1558,Syria,1984 Summer,Salem Ajjoub,M
1559,Hungary,2000 Summer,Zita Ajkler,F
1559,Hungary,2004 Summer,Zita Ajkler,F
1560,Nigeria,1992 Summer,Angela Ajodo,F
1561,Canada,2016 Summer,Mobolade Abimbola Ajomale,M
1562,Nigeria,2000 Summer,Olusegun Ajose,M
1563,Nigeria,2000 Summer,Benedicta Ajudua,F
1564,Nigeria,1996 Summer,Chioma Ajunwa (-Opara),F
1565,Turkey,1988 Summer,Ahmet Ak,M
1566,Cote dIvoire,2000 Summer,Kouadio Vincent Aka-Akesse,M
1566,France,2004 Summer,Kouadio Vincent Aka-Akesse,M
1566,France,2008 Summer,Kouadio Vincent Aka-Akesse,M
1567,Japan,2008 Summer,Yukiko Akaba,F
1568,Sierra Leone,1980 Summer,William Michael Jeffrey Akabi-Davis,M
1569,Great Britain,1984 Summer,Kriss Kezie Uche Chukwu Duru Akabusi,M
1569,Great Britain,1988 Summer,Kriss Kezie Uche Chukwu Duru Akabusi,M
1569,Great Britain,1992 Summer,Kriss Kezie Uche Chukwu Duru Akabusi,M
1570,Algeria,1980 Summer,Ali Akacha,M
1571,Japan,1996 Summer,Chieko Akagi,F
1572,Japan,1956 Summer,Kanji Akagi,M
1573,Japan,2000 Summer,Norihiro Akahoshi,M
1574,Japan,1984 Summer,Kosei Akaishi,M
1574,Japan,1988 Summer,Kosei Akaishi,M
1574,Japan,1992 Summer,Kosei Akaishi,M
1575,France,2016 Summer,Stella Akakpo,F
1576,Japan,1964 Summer,Toshiro Akamatsu,M
1577,Nigeria,2012 Summer,Muideen Akanji,M
1578,Nigeria,1988 Summer,Iyabo Akanmu,F
1579,Turkey,1948 Summer,Nasuh Akar,M
1580,Japan,1972 Winter,Akiko Akasaka,F
1581,Japan,1992 Winter,Yuichi Akasaka,M
1581,Japan,1994 Winter,Yuichi Akasaka,M
1582,Kenya,1984 Summer,Peter Akatsa,M
1582,Kenya,1988 Summer,Peter Akatsa,M
1583,Japan,1984 Summer,Hiroyuki Akatsuka,M
1584,Russia,1996 Summer,Aleksey Nikolayevich Akatyev,M
1585,Ghana,1984 Summer,Taju Akay,M
1586,Japan,1960 Winter,Shikashi Akazawa,M
1587,Turkey,2000 Summer,zdemir Akbal,M
1588,Pakistan,2004 Summer,Salman Akbar,M
1588,Pakistan,2008 Summer,Salman Akbar,M
1589,Pakistan,2008 Summer,Waqar Akbar,M
1590,Iran,1976 Summer,Ahmed Akbari Javid,M
1591,Iran,1992 Summer,Ali Akbarnejad,M
1592,Uzbekistan,2004 Summer,Egamnazar Akbarov,M
1593,Turkey,1952 Summer,Fahrettin Akba,M
1594,Turkey,1924 Summer,Fuat Akba,M
1595,Turkey,1956 Summer,Hseyin Akba,M
1595,Turkey,1960 Summer,Hseyin Akba,M
1595,Turkey,1964 Summer,Hseyin Akba,M
1596,Turkey,1952 Summer,Raif Akbulut,M
1597,Turkey,1968 Summer,smail Akay,M
1597,Turkey,1972 Summer,smail Akay,M
1598,Saint Vincent and the Grenadines,2012 Summer,Tolga Aslan Akcayli,M
1599,Turkey,2016 Summer,Meryem (Mirriam Jepchirchir-) Akda (Mayo-),F
1600,Turkey,2012 Summer,Tark Langat Akda,M
1600,Turkey,2016 Summer,Tark Langat Akda,M
1601,Turkey,1968 Summer,Vehbi Akda,M
1601,Turkey,1972 Summer,Vehbi Akda,M
1601,Turkey,1976 Summer,Vehbi Akda,M
1602,Turkey,2012 Summer,Ahmet Akdilek,M
1605,Lithuania,1928 Summer,Adolfas Akelaitis,M
1606,Samoa,2004 Summer,Patsy Serafina Akeli,F
1606,Samoa,2008 Summer,Patsy Serafina Akeli,F
1607,Soviet Union,1968 Winter,Anatoly Vasilyevich Akentyev,M
1608,Sweden,1988 Summer,Peter Dag Torsten kerberg,M
1609,Sweden,1988 Summer,Thomas Carl Torsten kerberg,M
1610,Finland,1992 Summer,Anne Carita kerblom (-Vainio-),F
1611,Sweden,1920 Summer,Nils Carlsson kerblom,M
1612,Sweden,1984 Winter,Ulf Erik kerblom,M
1613,Finland,1948 Summer,Harry Mikael kerfelt,M
1614,Finland,1960 Summer,Rainer Robert kerfelt,M
1615,Finland,1960 Summer,Rolf Rafael kerfelt,M
1616,Sweden,2004 Summer,Marcus Ricard kerholm,M
1617,Sweden,1936 Summer,Nils Erik kerlindh,M
1618,Sweden,1948 Summer,Ernst Gunnar kerlund,M
1618,Sweden,1952 Summer,Ernst Gunnar kerlund,M
1620,Australia,1972 Summer,Bruce Robert Akers,M
1620,Australia,1976 Summer,Bruce Robert Akers,M
1621,United States,1960 Winter,Charles Arthur Charlie Akers,M
1621,United States,1964 Winter,Charles Arthur Charlie Akers,M
1622,United States,1996 Summer,Michelle Anne Akers,F
1623,Great Britain,1992 Summer,Stephen George Akers,M
1625,Sweden-2,1964 Winter,Jan-Erik kerstrm,M
1626,Sweden,1988 Winter,Rolf Evert kerstrm,M
1627,Canada,1964 Winter,Henry Hank Akervall,M
1628,Sweden,1912 Summer,Jns Bruno Vincent kesson,M
1629,Sweden,1984 Winter,Lars Arne kesson,M
1630,Greece,1906 Summer,Nikolaos Akestoridis,M
1631,Turkey,2008 Summer,Bilal Akgl,M
1632,Turkey,1984 Summer,brahim Akgl,M
1633,Turkey,2008 Summer,Sezer Akgl,M
1634,Turkey,2012 Summer,Taha Akgl,M
1634,Turkey,2016 Summer,Taha Akgl,M
1635,Turkey,1952 Summer,Avni Akgn,M
1636,Ukraine,2016 Summer,Svitlana Viktorivna Akhadova,F
1637,Soviet Union,1980 Summer,Yelena Rabigovna Akhaminova (-Sokolovskaya),F
1638,Kenya,1988 Summer,Joseph Mukuku Akhasamba,M
1638,Kenya,1992 Summer,Joseph Mukuku Akhasamba,M
1639,Russia,1998 Winter,Albina Khamitovna Akhatova,F
1639,Russia,2002 Winter,Albina Khamitovna Akhatova,F
1639,Russia,2006 Winter,Albina Khamitovna Akhatova,F
1640,Cyprus,2000 Summer,Giorgos Akhilleos,M
1640,Cyprus,2004 Summer,Giorgos Akhilleos,M
1640,Cyprus,2008 Summer,Giorgos Akhilleos,M
1640,Cyprus,2012 Summer,Giorgos Akhilleos,M
1641,Uzbekistan,1996 Summer,Adkhamdzhon Akhilov,M
1641,Uzbekistan,2000 Summer,Adkhamdzhon Akhilov,M
1642,Kazakhstan,1996 Summer,Akhat Akhirov,M
1643,Kazakhstan,1996 Summer,Sergey Akhirov,M
1644,Iran,2004 Summer,Mohamed Reza Akhlagh Pasand,M
1645,Iran,2012 Summer,Habibollah Jomeh Akhlaghi,M
1645,Iran,2016 Summer,Habibollah Jomeh Akhlaghi,M
1646,Iran,1964 Summer,Davoud Akhlagi Safa,M
1647,Uzbekistan,2016 Summer,Murodzhon Kakharovich Akhmadaliyev,M
1648,Kazakhstan,2014 Winter,Yerdos Zhaksimbinovich Akhmadiyev,M
1649,Russia,2012 Summer,Artur Kamilevich Akhmatkhuzin,M
1649,Russia,2016 Summer,Artur Kamilevich Akhmatkhuzin,M
1650,Russia,2008 Summer,Bakhtiyar Shakhabutdinovich Akhmedov,M
1651,Belarus,1996 Summer,Ibad Amirovich Akhmedov,M
1652,Bulgaria,1960 Summer,Lyutvi Dzhiber Akhmedov,M
1652,Bulgaria,1964 Summer,Lyutvi Dzhiber Akhmedov,M
1653,Uzbekistan,1996 Summer,Shukhrat Akhmedov,M
1654,Soviet Union,1980 Summer,Leyla Begnyazovna Akhmerova,F
1655,Kazakhstan,1996 Summer,Damir Akhmetbekov,M
1655,Kazakhstan,2000 Summer,Damir Akhmetbekov,M
1656,Georgia,1998 Winter,Sofia Akhmeteli,F
1656,Georgia,2002 Winter,Sofia Akhmeteli,F
1657,Kyrgyzstan,2000 Summer,Bakhyt Beshimbekovich Akhmetov,M
1657,Kazakhstan,2004 Summer,Bakhyt Beshimbekovich Akhmetov,M
1657,Kazakhstan,2008 Summer,Bakhyt Beshimbekovich Akhmetov,M
1658,Soviet Union,1972 Summer,Rustam Fahimovych Akhmetov,M
1659,Soviet Union,1960 Summer,Igor Vladimirovich Akhremchik,M
1660,Soviet Union,1980 Summer,Nataliya Akhrimenko (-Petrova),F
1660,Soviet Union,1988 Summer,Nataliya Akhrimenko (-Petrova),F
1661,Bangladesh,2000 Summer,Doli Akhtar,F
1661,Bangladesh,2004 Summer,Doli Akhtar,F
1661,Bangladesh,2008 Summer,Doli Akhtar,F
1662,Pakistan,1968 Summer,Gulraiz Akhtar,M
1664,Pakistan,1960 Summer,Muhammad Akhtar,M
1664,Pakistan,1964 Summer,Muhammad Akhtar,M
1665,Pakistan,1984 Summer,Naeem Akhtar,M
1665,Pakistan,1988 Summer,Naeem Akhtar,M
1666,Pakistan,1996 Summer,Shabana Akhtar,F
1667,Ukraine,2004 Summer,Mirabella Viliamivna Akhunu,F
1668,Russia,1912 Summer,Aleksandr Akhyun,M
1669,Papua New Guinea,1996 Summer,Allan Akia,M
1670,Japan,1996 Summer,Tadahiro Akiba,M
1671,Japan,1968 Winter,Takeshi Akiba,M
1671,Japan,1972 Winter,Takeshi Akiba,M
1671,Japan,1976 Winter,Takeshi Akiba,M
1672,Nigeria,2000 Summer,Mercy Akide (-Udoh),F
1672,Nigeria,2004 Summer,Mercy Akide (-Udoh),F
1673,Uganda,1972 Summer,John Akii-Bua,M
1673,Uganda,1980 Summer,John Akii-Bua,M
1674,Nigeria,1964 Summer,Edward Akika,M
1675,Japan,1980 Winter,Masahiro Akimoto,M
1676,Soviet Union,1972 Summer,Anatoly Ivanovich Akimov,M
1677,Russia,1912 Summer,Andrey Aleksandrovich Akimov,M
1678,Soviet Union,1980 Summer,Vladimir Ivanovich Akimov,M
1679,Turkey,1952 Summer,Erdoan Akn,M
1680,Nigeria,1968 Summer,Oyeronke Akindele,F
1681,Nigeria,2000 Summer,Peter Akinlabi,M
1681,Nigeria-2,2004 Summer,Peter Akinlabi,M
1682,United States,2016 Summer,Morolake Akinosun,F
1683,United States,2012 Summer,Foluke Antinuke Akinradewo,F
1683,United States,2016 Summer,Foluke Antinuke Akinradewo,F
1684,Nigeria,1996 Summer,Omolade Lade Akinremi,F
1685,Nigeria,1996 Summer,Kayode Akinsanya,M
1686,Great Britain,1988 Summer,Henry Adetokunboh Akinwande,M
1687,Nigeria,2012 Summer,Jonathan Akinyemi,M
1687,Nigeria,2016 Summer,Jonathan Akinyemi,M
1688,Nigeria,1980 Summer,Mary Akinyemi (-Akinkuowo),F
1689,Kenya,2008 Summer,Mildred Akinyi Milka Alango,F
1690,Nigeria,2004 Summer,Mobolaji Iyabode Akiode,F
1691,Japan,1984 Summer,Erika Akiyama,F
1691,Japan,1988 Summer,Erika Akiyama,F
1692,Japan,2016 Summer,Teruyoshi Akiyama,M
1693,Japan,1976 Summer,Yasunari Akiyama,M
1694,Japan,1972 Summer,Yoshiko Akiyama,F
1695,Morocco,1964 Summer,Lahcen Samsam Akka,M
1695,Morocco,1972 Summer,Lahcen Samsam Akka,M
1696,Morocco,2012 Summer,Malika Al-Akkaoui,F
1696,Morocco,2016 Summer,Malika Al-Akkaoui,F
1697,Turkey,2008 Summer,Halil Akka,M
1697,Turkey,2016 Summer,Halil Akka,M
1698,Russia,2004 Summer,Khadzhimurat Magomedovich Akkayev,M
1698,Russia,2008 Summer,Khadzhimurat Magomedovich Akkayev,M
1699,Norway,1972 Summer,Johannes Johs Akkerhaugen,M
1700,Russia,2000 Summer,Marina Dazmirovna Akobiya,F
1701,Nigeria,2016 Summer,Joshua Emmanuel Josh Akognon,M
1702,Ghana,1988 Summer,Eric Akogyiram,M
1702,Ghana,1992 Summer,Eric Akogyiram,M
1703,Togo,1988 Summer,Ayewoubo Akomatsri,M
1704,Sudan,1984 Summer,Alego Akomi,M
1705,Tanzania,1988 Summer,Boay Akonay,M
1706,Russia,1912 Summer,Aleksandr Akondinov,M
1707,Finland,1984 Summer,Aulis Juhani Akonniemi,M
1708,Ghana,1996 Summer,Charles Kwablan Akonnor,M
1709,Hungary,1972 Summer,Ajtony kos,M
1710,India,1964 Summer,Balkrishan Akotkar,M
1711,Togo,1992 Summer,Kossi Casimir Akoto,M
1711,Togo,1996 Summer,Kossi Casimir Akoto,M
1712,Ghana,2000 Summer,Mavis Akoto,F
1713,Unified Team,1992 Summer,Artur Vladimirovich Akoyev,M
1714,Nigeria,1996 Summer,Ime Akpan,F
1715,Nigeria,1964 Summer,Solomon Sunday Osayande Sonny Ba Akpata,M
1716,Nigeria,2016 Summer,Daniel Akpeyi,M
1717,Turkey,1972 Summer,Mehmet Akpnar,M
1718,Nigeria,1992 Summer,Justina Akpulo,F
1719,Sweden,1992 Summer,Maria Helene Akraka (-Henriksson),F
1720,Nigeria,1960 Summer,Smart Ekiyegha-Akraka,M
1721,Egypt,2016 Summer,Ahmed Akram Abbas Mahmoud,M
1722,Pakistan,2000 Summer,Muhammad Akram,M
1723,Iraq,2004 Summer,Nashat Akram Abid Ali,M
1724,Greece,1896 Summer,Aristidis Akratopoulos,M
1724,Greece-3,1896 Summer,Aristidis Akratopoulos,M
1725,Greece,1896 Summer,Konstantinos Kostas Akratopoulos,M
1725,Greece-3,1896 Summer,Konstantinos Kostas Akratopoulos,M
1726,Norway,1924 Summer,Sigurd Olav Akre-Aas,M
1726,Norway,1928 Summer,Sigurd Olav Akre-Aas,M
1727,Finland,1972 Summer,Simo Huvi Akrenius,M
1728,Greece,2004 Summer,Varvara Akritidou,F
1730,United States,2016 Summer,Monica Aksamit,F
1731,Russia,2008 Summer,Anastasiya Sergeyevna Aksenova,F
1732,Soviet Union,1976 Summer,Liudmyla Vasylivna Aksenova (Shapovalova-),F
1733,Kazakhstan,2008 Summer,Merey Akshalov,M
1734,Soviet Union,1976 Summer,Aleksandr Timofeyevich Aksinin,M
1734,Soviet Union,1980 Summer,Aleksandr Timofeyevich Aksinin,M
1735,Soviet Union,1964 Summer,Viktor Aksonov,M
1736,Turkey,1936 Summer,Ltf Aksoy,M
1737,Turkey,1968 Summer,Bekir Aksu,M
1738,Turkey,1984 Summer,Semra Aksu (-Bayan),F
1738,Turkey,1988 Summer,Semra Aksu (-Bayan),F
1739,Turkey,1948 Summer,Kemal Aksur,M
1740,Russia,1996 Summer,Nikolay Aleksandrovich Aksyonov,M
1740,Russia,2000 Summer,Nikolay Aleksandrovich Aksyonov,M
1741,Uzbekistan,2000 Summer,Alyona Aksyonova,F
1741,Uzbekistan,2004 Summer,Alyona Aksyonova,F
1742,Soviet Union,1980 Summer,Irina Anatolyevna Aksyonova,F
1743,Kazakhstan,2014 Winter,Yelizaveta Vyacheslavovna Aksyonova,F
1744,Russia,2004 Summer,Sergey Vladimirovich Aksyutin,M
1745,Afghanistan,1980 Summer,Mohammad Aktar,M
1746,Bangladesh,2016 Summer,Sonia Aktar,F
1747,Turkey,1968 Summer,Hseyin Akta,M
1747,Turkey,1976 Summer,Hseyin Akta,M
1748,Turkey,1996 Summer,Serap Akta,F
1748,Turkey,2000 Summer,Serap Akta,F
1749,Bangladesh,2016 Summer,Shirin Akter,F
1750,Ghana,1972 Summer,Armah Akuetteh,M
1751,Canada,2008 Summer,Ohenewa Akuffo,F
1752,Ukraine,2004 Summer,Yuliya Yurivna Akulenko,F
1753,Russia,2008 Summer,Marina Sergeyevna Akulova,F
1754,Kenya,1984 Summer,Julius Akumu,M
1755,Japan,2012 Summer,Chie Akutsu,F
1756,Japan,1988 Summer,Kozu Akutsu,M
1757,Nigeria,2012 Summer,Noah Akwu,M
1759,Denmark,1996 Summer,Hasan Al,M
1760,Netherlands,2004 Summer,Thijs Joris Al,M
1761,Lebanon,1980 Summer,Mohamed Al Moukdad,M
1762,Syria,2004 Summer,Naser Al Shami,M
1763,Iraq,2016 Summer,Hussein Al-Aameri,M
1764,Saudi Arabia,1976 Summer,Kamil Al-Abbasi,M
1765,Qatar,1996 Summer,Abdul Rahman Hassan Al-Abdullah,M
1766,Qatar,1992 Summer,Abdullah Basheer Al-Abdullah,M
1767,Qatar,1984 Summer,Jamal Al-Abdullah Sulaiman Sultan,M
1768,Qatar,1992 Summer,Sami Juma Sulaiman Al-Abdullah,M
1768,Qatar,1996 Summer,Sami Juma Sulaiman Al-Abdullah,M
1769,United Arab Emirates,1988 Summer,Ali Al-Abed,M
1769,United Arab Emirates,1992 Summer,Ali Al-Abed,M
1770,Saudi Arabia,1984 Summer,Hassan Abdullah Al-Absi,M
1771,Yemen,2004 Summer,Saeed Ali Al-Adhreai,M
1772,Kuwait,1996 Summer,Qaied Al-Adwani,M
1773,Individual Olympic Athletes,2016 Summer,Ahmad Al-Afasi,M
1774,Kuwait,1992 Summer,Fawaz Al-Ahmad,M
1775,Saudi Arabia,1996 Summer,Salem Mouled Musaid Al-Ahmadi,M
1775,Saudi Arabia,2000 Summer,Salem Mouled Musaid Al-Ahmadi,M
1775,Saudi Arabia,2004 Summer,Salem Mouled Musaid Al-Ahmadi,M
1776,Kuwait,1980 Summer,Ahmed Sad Masud Al-Ahmed,M
1776,Kuwait,1984 Summer,Ahmed Sad Masud Al-Ahmed,M
1777,Iraq,1980 Summer,Abbas Murshid Al-Aibi,M
1778,Oman,1984 Summer,Abdullah Azzan Al-Akbary,M
1779,Oman,1984 Summer,Abdullah Sulaiman Al-Akbary,M
1780,Oman,2016 Summer,Mazoon Khalfan Saleh Al-Alawi,F
1781,Kuwait,1996 Summer,Mishal Al-Ali,M
1782,Qatar,1984 Summer,Mubarak Anber Aman Al-Ali,M
1783,Saudi Arabia,1988 Summer,Abdul Azim Mohamed Al-Aliwat,M
1784,Bahrain,1992 Summer,Rashid Saad Riyadh Al-Ameeri,M
1785,Qatar,1984 Summer,Mohamed Al-Ammari,M
1786,Saudi Arabia,2008 Summer,Ali Ahmed Al-Amri,M
1786,Saudi Arabia,2012 Summer,Ali Ahmed Al-Amri,M
1787,Saudi Arabia,2016 Summer,Tariq Ahmed Al-Amri,M
1788,Saudi Arabia,2016 Summer,Atallah Al-Anazi,M
1789,Oman,1992 Summer,Abdullah Mohamed Amer Al-Anbari,M
1790,Kuwait,2000 Summer,Adel Al-Anezi,M
1791,Kuwait,1980 Summer,Abdel Aziz Khalid Al-Anjri,M
1792,United Arab Emirates,1988 Summer,Bassam Al-Ansari,M
1793,Kuwait,1992 Summer,Meshal Al-Anzi,M
1794,Saudi Arabia,1984 Summer,Safaq Qaed Al-Anzi,M
1795,Syria,1992 Summer,Ahmad Al-Aosta,M
1795,Syria,1996 Summer,Ahmad Al-Aosta,M
1796,Kuwait,1976 Summer,Ahmed Abdulrahman Al-Arbeed,M
1797,United Arab Emirates,2012 Summer,Dhaher Al-Aryani,M
1798,Saudi Arabia,1984 Summer,Sayed Mohamed Al-Asibi,M
1799,Kuwait,2012 Summer,Yousef Al-Askari,M
1800,Lebanon,2004 Summer,Nidal Al-Asmar,M
1801,Kuwait,1992 Summer,Jarrah Al-Asmawi,M
1802,Kuwait,1984 Summer,Khaled Al-Assaf,M
1803,Saudi Arabia,1976 Summer,Ahmed Mahmoud Al-Assiri,M
1804,United Arab Emirates,1996 Summer,Mohamed Juma Al-Aswad Al-Makhoun,M
1805,Kuwait,1976 Summer,Kamal Ibrahim Al-Athari,M
1806,Qatar,2004 Summer,Rashid Salih Hamad Al-Athba,M
1806,Qatar,2012 Summer,Rashid Salih Hamad Al-Athba,M
1807,Palestine,2016 Summer,Mary Al-Atrash,F
1808,Qatar,1992 Summer,Hamad Mubarak Al-Attiya,M
1809,Qatar,1996 Summer,Nasser Salih Nasser Abdullah Al-Attiya,M
1809,Qatar,2000 Summer,Nasser Salih Nasser Abdullah Al-Attiya,M
1809,Qatar,2004 Summer,Nasser Salih Nasser Abdullah Al-Attiya,M
1809,Qatar,2008 Summer,Nasser Salih Nasser Abdullah Al-Attiya,M
1809,Qatar,2012 Summer,Nasser Salih Nasser Abdullah Al-Attiya,M
1809,Qatar,2016 Summer,Nasser Salih Nasser Abdullah Al-Attiya,M
1810,Qatar,2016 Summer,Hamad Ali Mohamed A Al-Attiyah,M
1811,Kuwait,1976 Summer,Abdul Kareem Salah Al-Awad,M
1812,Kuwait,1980 Summer,Khaled Anwar Al-Awadhi,M
1812,Kuwait,1984 Summer,Khaled Anwar Al-Awadhi,M
1812,Kuwait,1988 Summer,Khaled Anwar Al-Awadhi,M
1813,Jordan,1984 Summer,Ali Hamed Al-Awasa,M
1814,Egypt,2008 Summer,Wael Al-Aydy,M
1815,Lebanon,1988 Summer,Khodor Munir Al-Aywan,M
1815,Lebanon,2000 Summer,Khodor Munir Al-Aywan,M
1816,Lebanon,1988 Summer,Mohamed Amin Al-Aywan,M
1817,Kuwait,2004 Summer,Mohamed Mutlaq Khalaf Al-Azemi,M
1817,Kuwait,2008 Summer,Mohamed Mutlaq Khalaf Al-Azemi,M
1817,Kuwait,2012 Summer,Mohamed Mutlaq Khalaf Al-Azemi,M
